bestand_id,hogstkl_verdi,bonitet,treslag,arealm2,alder,DN,srhoydeo,srtrean,srgrflate,srvolmb,srvolub,AU,Ht40,height,yearly_height_growth,N_per_hectare,delta_N_per_hectare,G1,G2,volume_per_hectare,volume_per_hectare_next_year,volume_per_hectare_without_bark,volume,volume_next_year,volume_growth_next_year,volume_growth_factor,volume_without_bark,avg_price_m3,gross_value_standing_volume,gross_value_yearly_growth,years_to_maturity,volume_at_maturity,volume_at_maturity_without_bark,gross_value_at_maturity,NPV,carbon_stored,carbon_captured_next_year
1-108,4,17,Gran,11996,55,232,129.1101714,768.4039309,17.75938678,158.3634749,137.5671773,0,13.1,12.91101714,0.1814139133,768.4039309,-9.546952469,17.75938678,18.22850372,94.92781473,99.133496,82.58719881,113.8754065,118.9205418,5.045135259,0.04430399339,99.0716037,732.8166667,72601.32238,3216.528507,14,193.7152322,168.532252,123503.2431,81650.19311,141048.9254,6249.03066
1-162,4,14,Gran,52497,65,238,109.9365542,692.0685813,15.31297243,137.9376299,119.3452146,0,10.1,10.99365542,0.1291174168,692.0685813,-6.437710867,15.31297243,15.6789236,67.59198996,70.24047225,58.80503127,354.8376697,368.7414071,13.90373744,0.03918337491,308.7087726,724.4666667,223649.2155,8763.331058,10,512.0833242,445.5124921,322758.9501,240162.9707,439510.8086,17221.51679
1-139,4,17,Gran,2869,70,203,225.6324946,1508.371472,35.09292426,364.8441253,318.0648476,0,13.1,22.56324946,0.2270522785,1508.371472,-39.87591303,35.09292426,35.50772876,362.2252546,370.7195109,315.1359715,103.9224255,106.3594277,2.437002133,0.02345020452,90.41251022,732.8166667,66255.79436,1553.711929,1,107.7919571,93.77900269,68722.81615,66721.18073,128720.9143,3018.531768
1-113,2,14,Gran,9257,20,202,143.844417,848.2442883,11.68752098,72.74822017,61.92391326,0,10.1,14.3844417,0.5708134363,848.2442883,-5.939084841,11.68752098,12.76384876,70.46714221,80.6658024,61.30641372,65.23143354,74.67233328,9.440899733,0.1447293003,56.75134718,724.4666667,41114.45932,5950.466929,33,563.7836751,490.4917974,355344.9575,133974.3756,80797.28437,11693.73443
1-105,5,8,Furu,14550,110,228,161.7177717,957.9250062,17.94317597,120.5153226,102.5871754,0,5.6,16.17177717,0.1020587745,957.9250062,-1.152487271,17.94317597,18.20010188,134.4355138,137.1102986,116.958897,195.6036726,199.4954845,3.891811811,0.01989641482,170.1751952,683.5333333,116320.4184,2314.359297,1,202.237767,175.9468573,120265.5419,116762.662,242279.599,4820.495404
1-106,2,17,Gran,17914,20,224,145.6938681,945.2192879,12.86254356,86.4694061,73.77125087,0,13.1,14.56938681,0.5779546291,945.2192879,-7.363995366,12.86254356,13.99479698,79.69785354,90.84086343,69.33713258,142.7707348,162.7323228,19.96158792,0.1398156838,124.2105393,732.8166667,91023.55338,12726.52036,32,1124.756764,978.5383846,717089.2372,278472.3076,176839.4014,24724.92184
1-107,5,14,Gran,6031,90,208,200.672645,1276.261972,24.82341763,217.1491486,188.114634,0,10.1,20.0672645,0.1445414106,1276.261972,-22.8193688,24.82341763,25.09805357,214.4588626,218.7109669,186.5792105,129.3401401,131.9045841,2.564444085,0.01982713242,112.5259219,724.4666667,81521.27952,1616.333204,1,133.5721231,116.2077471,84188.63918,81736.54289,160203.931,3176.384555
1-134,5,11,Furu,19444,110,234,200.952818,979.3982311,23.69429016,201.6261737,173.7787828,0,8.3,20.0952818,0.1172404248,979.3982311,-6.199407344,23.69429016,23.95274877,214.7005139,218.1641403,186.7894471,417.4636793,424.1983544,6.734675135,0.01613236186,363.193401,691.2333333,251051.3852,4050.05179,0,417.4636793,363.193401,251051.3852,251051.3852,517080.9497,8341.736989
1-165,4,11,Furu,1921,95,188,181.4197664,942.8904608,20.7721848,156.1398845,133.4833623,0,8.3,18.14197664,0.1376076862,942.8904608,-3.20606816,20.7721848,21.08454753,171.6046525,175.3520113,149.2960477,32.96525375,33.68512136,0.7198676109,0.02183716274,28.67977076,691.2333333,19824.41354,432.9089448,1,34.17069801,29.72850727,20549.33517,19950.81085,40831.58743,891.6460195
1-158,3,17,Gran,14941,25,227,156.5631482,1174.597644,18.12137051,115.0320652,97.30724523,0,13.1,15.65631482,0.4972057624,1174.597644,-10.43971057,18.12137051,19.19306815,124.2190069,136.4818501,108.070536,185.5956182,203.9175323,18.32191408,0.09871954014,161.4681878,732.8166667,118326.5792,11681.14548,28,855.5032348,744.2878142,545426.5151,238393.2503,229883.3726,22693.98083
1-154,3,14,Gran,33413,45,265,168.5740498,1161.725671,21.01815262,150.5318298,128.7381811,0,10.1,16.85740498,0.290690903,1161.725671,-10.66214394,21.01815262,21.63926078,152.3443084,160.1027657,132.5395483,509.0280375,534.9513711,25.92333359,0.05092712322,442.8543926,724.4666667,320833.2456,16339.11424,17,1008.786262,877.644048,635823.858,384683.8907,630494.853,32109.28907
1-153,4,14,Furu,3008,70,251,177.806823,1192.064919,22.95272833,168.6098412,144.6608224,0,11.1,17.7806823,0.2091845281,1192.064919,-6.016056648,22.95272833,23.40521117,184.1585007,189.7729708,160.2178956,55.394877,57.08370963,1.68883263,0.03048716275,48.19354299,698.9333333,33684.07365,1026.931835,1,58.15832631,50.59774389,35364.4498,34334.41728,68613.47952,2091.830317
1-155,4,14,Gran,7122,65,240,178.6670775,1636.049366,26.78874753,201.0233602,171.3316201,0,10.1,17.86670775,0.2011950613,1636.049366,-22.99073542,26.78874753,27.23029181,210.2109426,216.5244261,182.8835201,149.7122333,154.2086963,4.496462975,0.03003403847,130.249643,724.4666667,94361.52469,2834.057663,1,157.1023982,136.6790865,99019.44218,96135.38076,185437.315,5569.431453
1-128,3,17,Gran,14623,50,254,177.5253677,1639.63564,26.40941144,196.7549973,167.6251901,0,13.1,17.75253677,0.271723052,1639.63564,-28.81264782,26.40941144,27.00408866,207.665977,216.1562673,180.6694,303.6699581,316.0853097,12.41535162,0.04088435913,264.1928636,732.8166667,193604.9336,7915.413636,10,440.5887641,383.3122248,280897.5869,209014.1851,376133.2019,15377.96491
1-132,3,11,Gran,8774,65,241,172.8822424,1516.693563,23.47402986,167.1561116,142.4900438,0,7.4,17.28822424,0.1952078491,1516.693563,-13.91775837,23.47402986,23.89914356,174.6707452,180.2536293,151.9635484,153.2561119,158.1545344,4.898422486,0.03196233042,133.3328173,716.1166667,95481.8527,3051.822525,3,171.4020039,149.1197434,106787.1336,97725.35464,189826.8516,6067.308552
1-133,4,11,Furu,7171,70,235,172.6318279,1273.323365,21.59442689,155.8996386,133.2323397,0,8.3,17.26318279,0.2051965574,1273.323365,-2.143406008,21.59442689,22.06977166,168.9597262,174.5103375,146.9949618,121.1610197,125.141363,3.980343337,0.0328516824,105.4100871,691.2333333,72862.96588,2393.671014,4,139.9578695,121.7633465,84166.88387,74781.18618,150073.068,4930.152766
1-129,4,14,Furu,21216,75,253,202.0866929,1106.657636,25.88846832,227.7124652,196.7592691,0,11.1,20.20866929,0.2059294897,1106.657636,-6.475627746,25.88846832,26.3210932,233.1077599,239.1753736,202.8037511,494.5614234,507.4344727,12.87304932,0.02602922248,430.2684383,698.9333333,300728.9538,7827.740845,1,515.5403249,448.5200827,313485.6365,304354.9868,612576.143,15944.88071
1-130,4,14,Furu,7508,70,249,207.1442008,1273.994776,26.82340652,221.962383,191.2204811,0,11.1,20.71442008,0.2294237005,1273.994776,-7.13122416,26.82340652,27.31161628,246.2975571,253.2836398,214.2788747,184.9202059,190.1653568,5.245150904,0.02836440117,160.8805791,698.9333333,112444.7994,3189.429401,1,193.4706654,168.3194789,117644.0944,114217.5674,229046.79,6496.775039
1-100,4,17,Gran,34829,70,271,208.8381743,1629.605232,32.20420573,309.7313799,268.7317239,0,13.1,20.88381743,0.2115312558,1629.605232,-45.68924929,32.20420573,32.61464449,303.4456083,310.9084564,263.9976792,1056.870709,1082.863063,25.99235368,0.02459369293,919.4775169,732.8166667,673808.449,16571.43809,1,1098.588835,955.7722865,700405.8611,680005.6904,1309066.482,32194.77908
1-99,3,17,Gran,9385,40,266,166.5001961,1345.478337,21.0962248,150.331372,128.0052338,0,13.1,16.65001961,0.326004476,1345.478337,-16.78822588,21.0962248,21.80022121,152.0674528,160.8195235,132.2986839,142.7153044,150.9291228,8.213818342,0.05755387185,124.1623148,732.8166667,90988.21369,5236.723991,19,322.5417619,280.6113328,205636.6616,117271.7147,176770.7439,10173.84074
1-102,3,14,Furu,16259,40,257,156.2237189,1168.234399,17.93541684,110.0178631,92.74252004,0,11.1,15.62237189,0.3870847547,1168.234399,-0.6699485925,17.93541684,18.73381917,126.0121676,134.5893626,109.6305859,204.8831834,218.8288446,13.94566124,0.06806640259,178.2483695,698.9333333,124583.7271,8479.966124,22,569.5884405,495.5419432,346350.7822,180757.8759,253773.433,17273.44466
1-101,3,14,Furu,18366,30,256,124.4898514,887.3454163,12.48256494,67.27127516,57.1963338,0,11.1,12.44898514,0.4556652029,887.3454163,-0.1101739929,12.48256494,13.33566086,70.83102189,78.21465767,61.62298904,130.0882548,143.6490403,13.56078549,0.1042429657,113.1767817,698.9333333,79103.02527,8245.933952,30,710.5834433,618.2075957,432085.8955,178013.6679,161130.5646,16796.72792
1-92,5,6,Furu,8030,135,246,149,924,18,123,105,0,4,14.9,0.06930108956,924,-0.5741166119,18,18.20077941,125.5445164,127.4554493,109.2237293,100.8122467,102.3467258,1.534479117,0.01522115782,87.70665463,678.4,59500.1945,905.6618505,0,100.8122467,87.70665463,59500.1945,59500.1945,124868.5691,1900.644196
1-98,5,8,Furu,35336,130,277,164.9448579,909.8057117,18.43915518,134.6469662,115.6618196,0,5.6,16.49448579,0.07920889238,909.8057117,-1.921888263,18.43915518,18.64787748,140.9572014,143.1463166,122.6327652,498.0863669,505.8218245,7.735457544,0.01553035389,433.3351392,683.5333333,296199.0122,4600.075479,0,498.0863669,433.3351392,296199.0122,296199.0122,616942.2262,9581.3311
1-78,4,14,Furu,17833,65,291,175.5853801,1386.270593,22.99423219,171.3405725,146.6840939,0,11.1,17.55853801,0.2290636119,1386.270593,-6.667800508,22.99423219,23.49741328,181.9601526,188.1240879,158.3053328,324.4895402,335.481686,10.99214578,0.03387519294,282.3059,698.9333333,197313.0037,6684.01607,4,375.88662,327.0213594,228566.1288,203078.045,401920.8567,13615.14657
1-64,3,17,Gran,58541,35,279,169.647777,1619.731851,22.95299762,160.9916908,136.8596236,0,13.1,16.9647777,0.3817457394,1619.731851,-19.87173998,22.95299762,23.78884386,172.1851143,183.1640374,149.8010495,1007.988878,1072.260592,64.27171389,0.06376232448,876.9503236,732.8166667,642643.813,40976.46333,21,2571.671912,2237.354563,1639570.713,881350.0497,1248520.224,79608.55162
1-65,4,14,Gran,62591,65,328,190.1058932,1465.829223,26.02802293,212.3176816,182.5978679,0,10.1,19.01058932,0.2129993936,1465.829223,-19.40913218,26.02802293,26.46367865,216.5418614,223.0973152,188.3914194,1355.357165,1396.388405,41.03124071,0.03027337869,1179.160733,724.4666667,854262.6459,25861.41658,1,1422.999555,1238.009613,896896.6976,870773.4928,1678779.268,50822.32052
1-126,4,14,Furu,25711,60,278,185.8140718,934.7655415,20.32049625,164.4286958,140.6761358,0,11.1,18.58140718,0.2636376988,934.7655415,-1.787470507,20.32049625,20.85989553,169.5558991,176.2706948,147.5136322,435.9451722,453.2095834,17.26441118,0.0396022534,379.2722998,698.9333333,265086.0528,10498.00503,9,607.8100758,528.7947659,369592.2884,283261.714,539972.5889,21384.13129
1-127,3,14,Furu,20276,55,264,174.3152171,1158.720553,21.79022097,163.0232294,139.3989344,0,11.1,17.43152171,0.2828697596,1158.720553,-2.221421185,21.79022097,22.40432188,170.5941145,177.9697653,148.4168796,345.8966266,360.8514961,14.95486946,0.04323508329,300.9300651,698.9333333,210330.0535,9093.637382,11,526.6434383,458.1797913,320237.1288,231346.1154,428436.2091,18523.47518
1-125,3,17,Furu,59308,40,287,176.1751148,1689.733006,26.43876512,197.2370402,168.2975897,0,13.9,17.61751148,0.4196305787,1689.733006,-4.384476336,26.43876512,27.39568897,204.870086,216.9395792,178.2369748,1215.043506,1286.625256,71.58175026,0.05891291126,1057.08785,706.6333333,746973.5113,44006.38419,16,2451.123894,2132.477788,1506879.887,939037.7271,1504983.263,88662.94541
1-152,3,14,Gran,12736,50,263,178.282198,1543.800425,25.64936816,193.6904421,165.6225543,0,10.1,17.8282198,0.2728093469,1543.800425,-16.82876699,25.64936816,26.24227038,201.6743752,210.0600543,175.4567064,256.8524842,267.5324851,10.68000085,0.04158029027,223.4616613,724.4666667,161890.5249,6731.455017,11,386.415817,336.1817608,243552.4797,175947.4933,318143.9083,13228.51605
1-151,4,14,Furu,30678,60,280,182.1292199,1260.155298,24.28621107,195.0512606,168.0651657,0,11.1,18.21292199,0.2603474959,1260.155298,-3.844644009,24.28621107,24.86403511,197.8693879,205.1907048,172.1463675,607.0237082,629.4840442,22.46033601,0.03700075584,528.1106261,698.9333333,369114.1203,13657.50144,7,781.1225689,679.5766349,474978.7627,386201.2,751874.7406,27819.9337
1-150,4,14,Furu,4699,85,290,183.5368055,1219.882042,24.41815113,198.8805747,171.626715,0,11.1,18.35368055,0.1629983175,1219.882042,-13.38151115,24.41815113,24.73394181,202.343212,206.6006593,176.0385944,95.0810753,97.08164981,2.000574511,0.0210407224,82.72053551,698.9333333,57816.13962,1216.493344,1,98.28377515,85.50688438,59763.61172,58022.924,117769.7969,2477.961603
1-148,4,11,Furu,6078,85,296,158.107238,913.0203437,16.81171846,122.5317303,104.9470667,0,8.3,15.8107238,0.1476131873,913.0203437,-1.925500722,16.81171846,17.13785685,122.9552976,126.3711018,106.9711089,74.73222989,76.8083557,2.076125804,0.02778086252,65.01704001,691.2333333,44941.94529,1248.526003,1,78.23483552,68.0643069,47048.31774,45677.97839,92565.20825,2571.541325
1-145,4,11,Furu,8110,90,309,179.7748156,767.4640163,18.97270492,146.6383402,125.6861066,0,8.3,17.97748156,0.1481242304,767.4640163,-1.536505654,18.97270492,19.29698382,155.688005,159.4985722,135.4485644,126.2629721,129.353342,3.090369967,0.02447566311,109.8487857,691.2333333,75931.1423,1858.465058,1,131.4714022,114.3801199,79063.35157,76760.5355,156392.4738,3827.809501
1-144,4,11,Gran,6742,70,307,159.0933105,737.5744284,15.5237951,111.5446833,95.14997687,0,7.4,15.90933105,0.1650547528,737.5744284,-5.625368265,15.5237951,15.84968537,99.55271251,102.9823463,86.61085988,67.11843877,69.43069786,2.312259084,0.0344504301,58.39304173,716.1166667,41816.2304,1440.587123,6,83.08297102,72.28218479,51762.47723,43350.25977,83134.57622,2864.021908
1-146,3,11,Furu,12830,35,311,119.8585119,666.4757451,8.548932674,53.95339942,45.91988746,0,8.3,11.98585119,0.3714340738,666.4757451,-0.0284879106,8.548932674,9.125816299,47.87490547,52.53198471,41.65116776,61.42350371,67.39853638,5.97503267,0.09727599875,53.43844823,691.2333333,36938.4367,3593.223322,32,352.0069779,306.2460708,211687.4923,82206.09294,76080.68729,7400.824841
1-149,3,14,Furu,5913,40,295,157.6674022,751.9213378,13.95821705,97.83615164,83.44188684,0,11.1,15.76674022,0.3895672045,751.9213378,-0.2160745091,13.95821705,14.64475769,99.66935609,106.9080279,86.71233979,58.93449025,63.21471687,4.280226616,0.07262685395,51.27300652,698.9333333,35836.41336,2602.685959,24,186.6890528,162.4194759,113520.3857,55844.5075,72997.73299,5301.595692
1-147,4,17,Gran,51657,55,325,198.835314,743.202747,21.1843667,186.6760235,161.5228133,0,13.1,19.8835314,0.2710441414,743.202747,-9.066150213,21.1843667,21.67589452,179.9917459,187.2112453,156.5928189,929.7833616,967.0771299,37.29376833,0.0401101696,808.9115246,732.8166667,592783.8471,23776.66064,10,1344.81461,1169.988711,857387.2271,637976.6184,1151652.916,46192.9938
1-143,4,14,Gran,7747,70,319,180.6011535,765.3746591,19.04452989,148.0241874,126.9128627,0,10.1,18.06011535,0.1852510145,765.3746591,-7.850405219,19.04452989,19.39873685,143.1761664,147.6919853,124.5632648,110.9185761,114.416981,3.498404925,0.03154029782,96.49916123,724.4666667,69910.42567,2204.995647,2,120.4077428,104.7547362,75891.31458,71534.84266,137386.5213,4333.2118
1-142,5,14,Gran,4977,95,322,197.9139531,718.5659787,20.32695949,177.5200682,153.2026695,0,10.1,19.79139531,0.1316231545,718.5659787,-9.619415352,20.32695949,20.56267311,167.8275878,171.168705,146.0100013,83.52779043,85.19066446,1.662874038,0.01990803336,72.66917767,724.4666667,52646.39692,1048.086226,1,86.32014986,75.09853038,54406.38198,52821.73007,103459.6094,2059.677355
1-140,5,14,Furu,12365,100,347,203.0981446,746.024738,20.34969077,178.0428878,153.3435063,0,11.1,20.30981446,0.1364873977,746.024738,-7.0931611,20.34969077,20.59922166,186.7261549,190.1445619,162.4517548,230.8868905,235.1137508,4.226860258,0.01830706043,200.8715948,698.9333333,140395.8533,2570.235371,1,237.8790319,206.9547578,144647.5787,140434.5424,285982.2748,5235.494787
1-141,4,14,Furu,14587,85,343,206.0065389,707.2461473,20.83442316,189.1917326,163.5228863,0,11.1,20.60065389,0.174672702,707.2461473,-3.325280054,20.83442316,21.17897053,192.8362308,197.5005537,167.7675208,281.2902099,288.0940576,6.803847714,0.02418800041,244.7224826,698.9333333,171044.7005,4137.229287,1,292.6554251,254.6102198,177955.5697,172772.3977,348413.0863,8427.415875
1-120,3,17,Gran,16858,45,326,190.5684952,1017.803455,21.79107375,177.4387756,152.2185341,0,13.1,19.05684952,0.3263830633,1017.803455,-12.18684783,21.79107375,22.41544325,179.7887219,188.7332022,156.416188,303.0878273,318.1664323,15.07860504,0.0497499526,263.6864098,732.8166667,193233.7958,9613.372185,16,574.3836104,499.713741,366198.558,228202.8345,375412.1601,18676.73717
1-121,3,17,Gran,24007,40,315,185.6679139,849.8758119,19.19472418,156.752886,134.0251296,0,13.1,18.56679139,0.3615765758,849.8758119,-8.534646911,19.19472418,19.86902257,152.3175502,161.3824215,132.5162686,365.6687427,387.4307792,21.76203652,0.05951297985,318.1318061,732.8166667,233132.2897,13874.39726,20,874.2370246,760.5862114,557370.2521,308602.3947,452926.4464,26955.00248
1-122,4,14,Furu,36952,70,320,194.4575424,813.2635182,20.87508776,179.5532692,154.6541009,0,11.1,19.44575424,0.2211654499,813.2635182,-2.259189965,20.87508776,21.3244435,182.3203011,188.1356775,158.6186619,673.7099764,695.1989556,21.48897915,0.03189648351,586.1276795,698.9333333,409664.1728,13066.84653,2,731.2754378,636.2096309,444668.118,419142.349,834474.0196,26616.7868
1-124,4,17,Gran,11805,65,281,205.7208175,1118.38124,25.81187768,235.5448229,203.7715939,0,13.1,20.57208175,0.2290441462,1118.38124,-21.36176604,25.81187768,26.24107818,232.3117088,239.2979228,202.1111867,274.2439723,282.4911978,8.247225533,0.03007258633,238.5922559,732.8166667,174844.3817,5258.022762,1,287.839649,250.4204946,183512.3121,178167.2933,339685.4402,10215.21973
1-59,3,17,Gran,47964,35,337,178.1657557,1457.268148,23.38549584,167.7848386,143.1823271,0,13.1,17.81657557,0.4000594293,1457.268148,-16.99726858,23.38549584,24.22583335,184.8630967,196.5360322,160.8308941,886.6773569,942.6654249,55.98806794,0.06314367622,771.4093005,732.8166667,565301.5923,35695.22071,21,2242.829191,1951.261396,1429916.872,768650.7794,1098260.741,69348.22065
1-118,4,14,Gran,20964,70,350,193.9220832,744.2018763,19.69723638,169.0733575,145.2449777,0,10.1,19.39220832,0.1976794962,744.2018763,-7.536127643,19.69723638,20.05452867,159.9479415,164.8965998,139.1547091,335.3148645,345.6892318,10.3743673,0.03093918106,291.7239321,724.4666667,211344.2647,6538.818469,1,352.8364876,306.9677442,222387.8984,215910.581,415329.374,12849.9507
1-119,4,17,Gran,5472,70,335,209.9636703,858.6622535,23.08749818,210.2613884,181.6321467,0,13.1,20.99636703,0.212573823,858.6622535,-15.15426324,23.08749818,23.46341026,208.0784288,214.0513902,181.028233,113.8605162,117.1289207,3.268404495,0.02870533705,99.05864911,732.8166667,72591.82905,2083.77292,1,119.3025406,103.7932103,76061.39443,73846.01401,141030.4819,4048.327517
1-33,3,17,Gran,98334,45,376,193.0453238,1297.917126,24.58161035,204.178332,175.78247,0,13.1,19.30453238,0.3303904808,1297.917126,-17.6914966,24.58161035,25.23316987,209.2277955,219.1072204,182.0281821,2057.420604,2154.568941,97.14833622,0.0472185104,1789.955926,732.8166667,1311709.535,61936.97033,14,3566.282443,3102.665725,2273685.155,1503173.741,2548372.596,120330.3579
1-30,3,17,Furu,4473,50,364,201,774,20,170,146,0,13.9,20.1,0.3478206124,774,-1.389279114,20,20.65213589,178.183742,186.8694708,155.0198555,79.7015878,83.58671427,3.885126471,0.04874591057,69.34038138,706.6333333,48998.22483,2388.463086,14,139.3749893,121.2562407,85683.70155,56647.02076,98720.37919,4812.214775
1-32,5,17,Furu,9459,80,360,221.0408834,710.4565577,25,234.1070294,203.1731753,0,13.9,22.10408834,0.1977513096,710.4565577,-6.729251287,25,25.3479186,245.0354788,250.4506035,213.1808665,231.7790594,236.9012259,5.122166544,0.02209934995,201.6477816,706.6333333,142491.0441,3148.959448,1,240.0555366,208.8483168,147579.1823,143280.7595,287087.3374,6344.443535
1-28,3,17,Furu,5428,50,363,212.087188,1017.713963,25.56618767,230.2425519,199.3068171,0,13.9,21.2087188,0.3584426814,1017.713963,-2.803288903,25.56618767,26.29437191,237.4294855,247.9493116,206.5636524,128.8767247,134.5868864,5.71016163,0.04430715975,112.1227505,706.6333333,79229.67293,3510.441776,11,196.3889933,170.8584242,120734.2578,87220.99664,159629.9332,7072.748949
1-29,4,14,Gran,11612,70,369,193.1669751,1347.337914,24.87453981,207.1791485,178.2996298,0,10.1,19.31669751,0.1969764911,1347.337914,-18.37785171,24.87453981,25.26496985,208.3608667,214.2154327,181.273954,241.9486384,248.7469605,6.798322066,0.02809820344,210.4953154,724.4666667,152496.8395,4284.887222,1,253.1964169,220.2808827,159586.1568,154938.0163,299683.6323,8420.571669
1-26,5,14,Furu,5423,90,366,202.4718972,1171.331663,25.11134685,217.7981443,187.9146604,0,11.1,20.24718972,0.15925953,1171.331663,-14.99167879,25.11134685,25.39617126,227.7554581,231.9730412,198.1472486,123.5117849,125.7989802,2.287195302,0.01851803294,107.4552529,698.9333333,75104.05809,1390.779422,0,123.5117849,107.4552529,75104.05809,75104.05809,152984.7846,2832.977281
1-23,3,14,Furu,5294,50,370,174.2193885,1105.634235,19.18986897,144.7650652,124.3586023,0,11.1,17.42193885,0.3184932006,1105.634235,-1.366905017,19.18986897,19.84257005,150.1916117,157.8591969,130.6667022,79.51143925,83.57065886,4.059219611,0.05105202031,69.17495214,698.9333333,48348.67989,2468.297787,16,152.2456057,132.4536769,92576.28992,57690.48324,98484.85644,5027.850891
1-48,4,17,Gran,12474,55,334,197.7058417,1531.490717,28.0701163,240.6978504,207.4102939,0,13.1,19.77058417,0.2696075946,1531.490717,-28.98255477,28.0701163,28.60923892,247.3500025,256.1174412,215.1945022,308.5443932,319.4808962,10.93650303,0.03544547647,268.4336221,732.8166667,196712.6321,6972.572974,6,382.4315223,332.7154244,243819.4083,204194.9159,382170.799,13546.22606
1-62,3,14,Gran,9097,35,308,141.4280241,1402.161621,16.61179773,86.53074818,71.69992565,0,10.1,14.14280241,0.3208220693,1402.161621,-12.29983746,16.61179773,17.34756672,98.75260431,105.9870221,85.91476575,89.83524414,96.41639398,6.581149837,0.07325799467,78.1566624,724.4666667,56621.89669,4148.006606,25,295.9564131,257.4820794,186537.1838,89091.19785,111272.1793,8151.576717
1-57,3,17,Gran,24411,35,331,154.9440765,1410.822471,18.70511975,111.2608092,93.5177531,0,13.1,15.49440765,0.3500528026,1410.822471,-16.20858586,18.70511975,19.47735228,124.1478415,132.7893566,108.0086221,303.0572958,324.1520984,21.09480256,0.06960664816,263.6598474,732.8166667,193214.3305,13449.00192,23,890.7368149,774.9410289,567889.7017,287745.0259,375374.3431,26128.54983
1-63,4,14,Gran,6901,60,306,172.1874478,1383.755078,21.84446183,147.2116733,124.4523024,0,10.1,17.21874478,0.2141521012,1383.755078,-16.52644342,21.84446183,22.29867677,160.62339,166.4348964,139.7423493,110.8462014,114.856722,4.010520608,0.03618094762,96.43619524,724.4666667,69864.80891,2527.774992,7,142.4745566,123.9528643,89799.71839,73015.38874,137296.8762,4967.531088
1-71,3,14,Gran,7575,35,297,140.6141618,1064.999559,14.01031393,75.49359022,63.202972,0,10.1,14.06141618,0.3190587361,1064.999559,-8.636071578,14.01031393,14.68673429,80.71383569,87.00784379,70.22103705,61.14073054,65.90844167,4.767711133,0.07797929615,53.19243557,724.4666667,38536.14649,3005.021579,27,229.6288111,199.7770657,144731.8248,65156.68357,75730.43736,5905.406203
1-73,3,17,Gran,12430,35,303,164.3318856,1409.185161,20.49867968,133.2495153,112.4560611,0,13.1,16.43318856,0.370299721,1409.185161,-16.18105283,20.49867968,21.2997526,146.3938396,156.1934648,127.3626405,181.9675426,194.1484768,12.18093415,0.06694014755,158.3117621,732.8166667,116013.4978,7765.960661,22,499.7571407,434.7887124,318620.415,166285.6052,225389.5475,15087.60957
1-97,4,17,Gran,5965,55,289,193.2182647,1777.245427,28.57003443,237.0492658,203.7498514,0,13.1,19.32182647,0.2638956722,1777.245427,-37.2095312,28.57003443,29.11149367,246.625213,255.2990714,214.5639353,147.1119396,152.2858961,5.173956511,0.03517020119,127.9873874,732.8166667,93791.29062,3298.658561,6,182.0263685,158.3629406,116051.0023,97190.88737,182216.5261,6408.591884
1-66,3,11,Furu,28682,65,314,171.0661073,1262.367505,21.27808192,148.9318435,126.6674505,0,8.3,17.10661073,0.2251770286,1262.367505,-1.577068285,21.27808192,21.79387786,164.8057383,170.7876163,143.3809923,472.6958186,489.853041,17.15722239,0.03629653937,411.2453622,691.2333333,284266.5025,10317.8903,7,607.4796464,528.5072924,365321.8574,297040.1012,585492.8583,21251.36458
1-69,5,8,Furu,72818,110,323,165.2981839,939.4887195,18.96070517,135.9357146,116.2047396,0,5.6,16.52981839,0.1035989737,939.4887195,-1.096412761,18.96070517,19.22383152,144.6866713,147.4973537,125.877404,1053.579403,1074.04623,20.4668271,0.01942599394,916.6140808,683.5333333,626536.278,12171.08994,1,1088.35516,946.8689893,647216.5165,628365.55,1304989.788,25350.72371
1-85,4,6,Furu,18592,115,274,157.6923907,833.7174927,17.50977064,124.0315719,106.2963048,0,4,15.76923907,0.09354397449,833.7174927,-0.2374543197,17.50977064,17.75163297,128.3985844,130.8430152,111.7067684,238.718648,243.2633339,4.544685859,0.01903783343,207.6852238,678.4,140893.6558,2682.309951,1,246.49042,214.4466654,145480.6178,141243.3183,295682.8854,5629.161522
1-86,5,11,Furu,20831,130,269,178.8392168,870.4952105,21.97313292,174.7480711,150.7813759,0,8.3,17.88392168,0.08357230594,870.4952105,-8.687260475,21.97313292,22.14329315,179.8937158,182.0402245,156.5075327,374.7365993,379.2079916,4.471392325,0.01193209399,326.0208414,691.2333333,225356.4729,2688.974616,0,374.7365993,326.0208414,225356.4729,225356.4729,464158.1203,5538.378318
1-84,4,11,Furu,21975,80,282,104.7644619,631.4598472,11.59165486,83.72229172,71.59303734,0,8.3,10.47644619,0.1175211366,631.4598472,-0.5920435803,11.59165486,11.85735892,58.7604884,60.70063644,51.12162491,129.1261733,133.3896486,4.263475299,0.03301790172,112.3397707,691.2333333,77652.9942,2563.938931,4,149.5075915,130.0716046,89909.8288,79883.71837,159938.9064,5280.847092
1-76,2,11,Gran,16311,30,293,129.0117629,785.3922837,10.7371858,63.37462068,53.23992172,0,7.4,12.90117629,0.3436924919,785.3922837,-5.331026207,10.7371858,11.42512325,55.08157484,60.60302565,47.92097011,89.84355672,98.84959513,9.006038412,0.1002413388,78.16389435,716.1166667,55974.46747,5610.95556,32,520.0869691,452.4756631,324025.3636,125831.0487,111282.4754,11155.10433
