bestand_id,hogstkl_verdi,bonitet,treslag,arealm2,alder,DN,srhoydeo,srtrean,srgrflate,srvolmb,srvolub,AU,Ht40,height,yearly_height_growth,N_per_hectare,delta_N_per_hectare,G1,G2,volume_per_hectare,volume_per_hectare_next_year,volume_per_hectare_without_bark,volume,volume_next_year,volume_growth_next_year,volume_growth_factor,volume_without_bark,avg_price_m3,gross_value_standing_volume,gross_value_yearly_growth,years_to_maturity,volume_at_maturity,volume_at_maturity_without_bark,gross_value_at_maturity,NPV,carbon_stored,carbon_captured_next_year
1-255,3,17,Gran,11458,50,77,195.9507619,1425.543188,27.77339094,256.1646183,221.8869675,0,13.1,19.59507619,0.2981072905,1425.543188,-22.94588378,27.77339094,28.37452715,243.1740545,252.8440961,211.5614275,278.6288317,289.7087654,11.07993367,0.03976592659,242.4070836,732.8166667,177639.951,7064.01725,9,388.5863108,338.0700904,247743.3967,189874.6846,345116.6367,13723.88284
1-245,3,17,Gran,13899,35,100,173.1855605,1456.537212,23.20324186,174.4385351,149.0607934,0,13.1,17.31855605,0.3893559394,1456.537212,-16.98474238,23.20324186,24.0421908,178.0255414,189.3186433,154.882221,247.4377,263.1339824,15.69628237,0.06343529043,215.270799,732.8166667,157754.0294,10007.17267,21,628.4663989,546.7657671,400679.0669,215384.7423,306482.5212,19441.80774
1-239,3,14,Gran,19567,55,107,189.1613767,1358.282159,25.40499359,209.4892406,180.1136344,0,10.1,18.91613767,0.2587259251,1358.282159,-14.99745014,25.40499359,25.93338618,210.8971682,218.7738404,183.4805363,412.6624891,428.0747736,15.41228452,0.03734840197,359.0163655,724.4666667,260095.3896,9714.147161,8,549.7113354,478.2488618,346475.3587,273510.8476,511134.0755,19090.04091
1-235,3,14,Furu,36792,50,115,177.9667044,1280.26875,22.70825009,171.1992821,146.6196132,0,11.1,17.79667044,0.3229096441,1280.26875,-1.991492813,22.70825009,23.41488251,180.2800025,188.9463626,156.8436022,663.2861853,695.1714574,31.88527212,0.04807166624,577.0589812,698.9333333,403325.7573,19388.54119,14,1153.58848,1003.621978,701464.8542,463750.9052,821562.8513,39493.89518
1-246,3,14,Gran,36238,40,103,172.2682399,1280.948644,20.85039319,146.0854849,124.5132423,0,10.1,17.22682399,0.3367256863,1280.948644,-11.51209575,20.85039319,21.55200222,155.292383,164.275625,135.1043732,562.7485373,595.30201,32.55347267,0.05784728081,489.5912275,724.4666667,354692.5246,20517.99807,19,1277.224258,1111.185105,805016.569,459089.7006,697034.4071,40321.54508
1-262,4,11,Furu,10151,80,67,187.4063437,1208.108774,24.18377985,192.2918933,165.6250378,0,8.3,18.74063437,0.1799535427,1208.108774,-3.128043168,24.18377985,24.60583352,204.0164661,209.3540391,177.4943255,207.0971147,212.5152851,5.418170373,0.0261624619,180.1744898,691.2333333,124542.6132,3258.341372,1,216.0634234,187.9751784,129934.7091,126150.2031,256515.6637,6711.081278
1-257,5,17,Bjørk / lauv,6842,70,85,215.7453826,1133.911857,25.37916121,228.9633061,198.4234014,0,,21.57453826,,1133.911857,,25.37916121,,228.9633061,,199.1980763,156.656694,,,,136.2913238,606,82592.54223,,0,156.656694,136.2913238,82592.54223,82592.54223,194038.8976,
1-248,5,17,Bjørk / lauv,3660,70,81,198.1864137,1420.357763,26.94264193,222.3834008,191.4694379,0,,19.81864137,,1420.357763,,26.94264193,,222.3834008,,193.4735587,81.39232469,,,,70.81132248,606,42911.66142,,0,81.39232469,70.81132248,42911.66142,42911.66142,100814.5682,
1-247,4,17,Gran,13843,65,93,224.0845841,1332.506811,31.14540809,306.1186972,266.1678224,0,13.1,22.40845841,0.2478204346,1332.506811,-28.76833885,31.14540809,31.59356683,314.3844338,322.9947179,273.5144574,435.2023717,447.1215879,11.91921626,0.02738775575,378.6260634,732.8166667,277463.4897,7599.102285,1,454.4466638,395.3685975,289732.6977,281293.8813,539052.5376,14763.43924
1-241,4,14,Gran,3713,65,75,188.307564,1140.88754,23.43065571,202.7865484,175.5037066,0,10.1,18.8307564,0.2111465453,1140.88754,-13.29217983,23.43065571,23.85155274,190.0462342,196.0727069,165.3402237,70.56416675,72.80179608,2.237629335,0.0317105613,61.39082507,724.4666667,44475.6064,1410.346443,2,76.56668398,66.61301506,48258.90898,45488.65018,87402.54104,2771.583635
1-237,4,14,Gran,11094,60,106,190.9580401,1313.050878,24.23886705,200.5014089,172.3476239,0,10.1,19.09580401,0.2356628198,1313.050878,-15.29073302,24.23886705,24.70777023,201.0162175,207.9294532,174.8841093,223.0073917,230.6769354,7.669543675,0.03439143257,194.0164308,724.4666667,140558.4369,4834.006005,5,267.1953901,232.4599894,168409.5137,145271.5259,276222.5306,9499.688535
1-230,3,17,Gran,6902,25,121,167.0538318,1190.612107,19.26882949,131.8687379,112.8604759,0,13.1,16.70538318,0.5294185705,1190.612107,-10.62915041,19.26882949,20.36753879,142.3498092,156.0324551,123.844334,98.2498383,107.6936005,9.443762194,0.09611987518,85.47735932,732.8166667,62639.23354,6020.875309,27,424.243195,369.0915797,270476.4611,121765.5426,121694.706,11697.27995
1-228,3,20,Gran,8866,25,122,175.5921843,1411.244532,22.66330601,173.3490934,148.2955142,0,15.9,17.55921843,0.5555953449,1411.244532,-16.81196787,22.66330601,23.83136053,180.4278327,196.5820601,156.9722144,159.9673165,174.2896545,14.32233802,0.08953290171,139.1715653,718.9,100050.4383,8957.80606,25,595.4668789,518.0561847,372430.5912,177874.9245,198139.5174,17740.00593
1-242,3,17,Gran,3886,25,90,204.0786362,1305.2328,25.1296504,202.8937418,174.6992662,0,13.1,20.40786362,0.6426875681,1305.2328,-12.0156409,25.1296504,26.33881121,236.5767516,256.7560394,205.8217739,91.93372567,99.77539689,7.841671222,0.08529700243,79.98234134,732.8166667,58612.39277,4999.461408,24,314.5277652,273.6391557,200527.334,98646.16063,113871.411,9712.890017
1-229,3,17,Gran,8212,25,114,158.9790462,1586.871897,20.17709281,118.9008113,99.7109351,0,13.1,15.89790462,0.5046291843,1586.871897,-15.64619894,20.17709281,21.29829989,142.75321,156.235237,124.1952927,117.2289361,128.3003767,11.0714406,0.09444289926,101.9891744,732.8166667,74739.3668,7058.602489,27,494.9822539,430.6345609,315576.1835,142068.9441,145202.6909,13713.36311
1-227,3,17,Gran,7340,50,117,193.1905832,1298.282254,23.77916835,184.2901984,158.2263714,0,13.1,19.31905832,0.294162842,1298.282254,-19.74362935,23.77916835,24.35142352,200.5096221,209.0540905,174.4433712,147.1740626,153.4457024,6.271639796,0.04261375738,128.0414345,732.8166667,93830.8972,3998.487088,12,230.3408219,200.3965151,146853.9062,103000.3751,182293.4733,7768.209842
1-225,5,17,Gran,6115,90,118,249.4909553,1182.523096,36.95270156,423.1993893,370.3161499,0,13.1,24.94909553,0.1755206084,1182.523096,-39.28724987,36.95270156,37.24233772,422.423181,429.1461634,367.5081675,258.3117752,262.4228789,4.111103718,0.01591527802,224.7312444,732.8166667,164686.8014,2621.036231,0,258.3117752,224.7312444,164686.8014,164686.8014,319951.4225,5092.115843
1-192,2,17,Gran,78165,20,193,158.6173164,1141.470415,16.80382613,114.2865274,97.13916921,0,13.1,15.86173164,0.6277977868,1141.470415,-9.3506773,16.80382613,18.09417702,118.111553,133.0159222,102.7570511,923.2189537,1039.718956,116.5000021,0.1261889193,803.2004897,732.8166667,588598.7055,74274.63458,30,5777.576941,5026.491939,3683497.067,1517552.021,1143522.077,144299.8151
1-202,4,17,Gran,7299,60,149,194,1308,26,219,189,0,13.1,19.4,0.2391371447,1308,-24.95125893,26,26.47617562,221.4151989,228.7604019,192.6312231,161.6109537,166.9722174,5.361263674,0.03317388797,140.6015297,732.8166667,103035.1443,3418.076336,4,186.8553185,162.5641271,119129.7017,105845.197,200175.3675,6640.595218
1-187,3,20,Gran,11809,30,164,161.8794964,1941.248445,24.47035591,159.6302086,134.4893019,0,15.9,16.18794964,0.4274921027,1941.248445,-32.30434869,24.47035591,25.46905047,178.7162011,191.6526149,155.483095,211.0459619,226.322573,15.27661105,0.07238523264,183.6099869,718.9,131997.2196,9554.649446,22,602.9201013,524.5404881,377092.1569,196801.5688,261406.8046,18921.99236
1-185,3,17,Gran,15042,45,168,180.0198812,1724.896663,27.86481072,208.6510915,178.8741531,0,13.1,18.00198812,0.3092894275,1724.896663,-27.716299,27.86481072,28.5439713,225.1796451,235.2644899,195.9062912,338.7152221,353.8848457,15.16962356,0.04478577451,294.6822433,732.8166667,215948.0592,9671.401087,13,555.0230228,482.8700299,353855.2057,240958.1765,419541.142,18789.47498
1-168,4,14,Gran,4984,85,185,219.6138913,1304.308342,27.93853158,257.094596,222.2007047,0,10.1,21.96138913,0.1702524717,1304.308342,-21.91355385,27.93853158,28.24582311,269.5799144,275.0470696,234.5345255,134.3586293,137.0834595,2.724830174,0.02028027666,116.8920075,724.4666667,84684.36304,1717.422311,1,138.8053757,120.7606769,87487.08506,84938.91753,166419.9572,3375.042774
1-136,2,14,Gran,49167,25,223,151.373099,1243.311358,16.03851712,98.53397577,82.59445888,0,10.1,15.1373099,0.4812472991,1243.311358,-9.688912755,16.03851712,17.0529551,104.3255462,115.1401096,90.76322517,512.9374129,566.1093769,53.171964,0.1036616996,446.2555492,724.4666667,323297.2702,33513.5445,29,2608.730607,2269.595628,1644246.38,697729.9699,635337.103,65860.12391
1-135,5,14,Gran,8358,90,215,216.7482365,1334.62344,27.62449832,246.9469603,213.5532586,0,10.1,21.67482365,0.1547998971,1334.62344,-24.57989493,27.62449832,27.9062183,262.1867586,267.1056461,228.10248,219.1356929,223.246899,4.111206174,0.01876100657,190.6480528,724.4666667,138118.1593,2591.235694,1,225.8484297,196.4881338,142349.1033,138203.0129,271426.9476,5092.242747
1-137,4,14,Gran,13810,65,217,207.5706354,1461.745733,28.48047125,246.6397336,212.9109856,0,10.1,20.75706354,0.2309399115,1461.745733,-19.32637637,28.48047125,28.92518558,262.5077523,270.0899816,228.3817445,362.5232059,372.9942646,10.47105869,0.02888383011,315.3951892,724.4666667,228493.3014,6599.761699,1,379.6254644,330.274154,239272.6154,232303.5101,449030.3059,12969.71507
1-166,4,17,Gran,11091,65,206,223.9373755,1604.731996,33.26738577,319.6156363,277.0449039,0,13.1,22.39373755,0.2476702929,1604.731996,-39.64677601,33.26738577,33.72005074,338.9148196,347.8883128,294.8558931,375.8904264,385.8429277,9.952501266,0.0264771342,327.024671,732.8166667,239649.1293,6345.222158,1,391.8200758,340.8834659,249805.0852,242529.209,465587.2794,12327.41688
1-193,4,17,Gran,7166,65,160,212.8664319,1190.438703,24.97584077,218.7270426,188.7627121,0,13.1,21.28664319,0.2363616891,1190.438703,-23.74034322,24.97584077,25.39885426,231.5440269,238.5833331,201.4433034,165.9244497,170.9688165,5.044366834,0.03040158846,144.3542712,732.8166667,105785.2159,3216.038598,1,174.2660949,151.6115025,111103.4359,107867.4135,205518.1715,6248.07887
1-199,4,14,Gran,5209,65,148,211.3752414,1185.702829,24.69944169,215.449744,185.9005815,0,10.1,21.13752414,0.2348358493,1185.702829,-14.07906639,24.69944169,25.12441134,226.979144,233.952186,197.4718553,118.2334361,121.8656937,3.632257576,0.03072106922,102.8630894,724.4666667,74520.87953,2289.361098,1,124.2532967,108.1003681,78315.11337,76034.09065,146446.8898,4499.00504
1-205,4,17,Gran,3534,70,128,213,1191,25,219,189,0,13.1,21.3,0.2153846655,1191,-26.43422537,25,25.38458752,231.3582216,237.7545142,201.2816528,81.76199551,84.02244533,2.260449815,0.02764670554,71.1329361,732.8166667,52127.40112,1441.150909,1,85.49556887,74.38114491,54507.74268,52920.13852,101272.4517,2799.849652
1-207,4,17,Gran,4152,70,131,222.301694,1291.91335,31.18156763,307.7535461,267.9358027,0,13.1,22.2301694,0.2239799777,1291.91335,-30.42777813,31.18156763,31.58917991,311.4744955,319.2363307,270.9828111,129.3242105,132.5469245,3.222713981,0.02491964936,112.5120632,732.8166667,82450.71509,2054.64291,1,134.5214128,117.0336291,85764.19399,83266.20775,160184.2003,3991.734104
1-206,4,17,Gran,10797,70,138,222.9595456,1244.554665,30.55760127,301.582617,262.6457998,0,13.1,22.29595456,0.224587002,1244.554665,-28.52088248,30.55760127,30.96349461,305.2289346,312.9091633,265.5491731,329.5556807,337.8480236,8.292342924,0.02516219082,286.7134422,732.8166667,210108.389,5286.787377,1,342.9619798,298.3769224,218655.5817,212286.9725,408195.905,10271.10325
1-209,3,14,Furu,48225,40,141,161.6940518,959.6995571,16.06379554,107.3663885,91.41420867,0,11.1,16.16940518,0.3963860036,959.6995571,-0.4043406732,16.06379554,16.81639871,116.8717397,125.067845,101.6784135,563.6139647,603.1396823,39.52571755,0.07012905999,490.3441493,698.9333333,342717.8708,24034.48212,23,1664.153949,1447.813936,1011925.42,512734.2604,698106.3471,48957.54189
1-231,5,8,Furu,6818,150,113,183.2791989,887.7832738,19.45927969,150.2231212,128.6916052,0,5.6,18.32791989,0.06675058812,887.7832738,-3.130994379,19.45927969,19.63553472,163.8875991,165.891704,142.5822112,111.7385651,113.1049638,1.366398716,0.01222853287,97.21255161,683.5333333,66448.01944,812.5617901,0,111.7385651,97.21255161,66448.01944,66448.01944,138402.1802,1692.45561
1-224,3,17,Gran,8488,45,124,178.3346068,1069.15161,19.63161185,141.2939217,120.3346068,0,13.1,17.83346068,0.3065544191,1069.15161,-13.13142582,19.63161185,20.2316635,149.100847,156.8632412,129.7177369,126.5567989,133.1455191,6.588720185,0.05206136881,110.1044151,732.8166667,80686.35045,4200.641849,17,254.3900779,221.3193677,162186.5213,98125.5127,156756.4151,8160.95354
1-197,5,8,Furu,111300,110,174,171.383063,783.2349371,17.54547236,132.9026241,114.1316505,0,5.6,17.1383063,0.1061451914,783.2349371,-0.6873627017,17.54547236,17.80026982,138.7231081,141.4955577,120.6891041,1543.988193,1574.845557,30.85736386,0.01998549212,1343.269728,683.5333333,918169.6349,18350.072,1,1596.800727,1389.216633,949575.8757,921918.3259,1912422.376,38220.70232
1-222,3,14,Gran,15559,45,125,184.5992992,888.9264134,18.75223051,149.6172288,127.972472,0,10.1,18.45992992,0.3167155446,888.9264134,-7.45981285,18.75223051,19.34114428,146.4758353,154.2408706,127.4339767,227.9017522,239.9833706,12.08161841,0.0530123981,198.2745244,724.4666667,143643.2838,7614.874944,18,477.9259441,415.7955714,301230.0316,176940.8962,282284.8078,14964.59461
1-236,3,14,Gran,15162,55,111,205.8089639,1216.490413,26.34480539,238.4375668,206.2800994,0,10.1,20.58089639,0.279904377,1216.490413,-12.79966156,26.34480539,26.87683422,239.4883773,248.2447,208.3548882,363.1122776,376.3886142,13.27633657,0.03656262094,315.9076815,724.4666667,228864.585,8367.889069,7,466.9944738,406.2851922,294340.0789,239325.4196,449759.9448,16444.40238
1-218,5,17,Gran,21613,110,135,269.881396,703.2922808,31.38460804,361.8217858,316.5890447,0,13.1,26.9881396,0.1359405117,703.2922808,-21.9902343,31.38460804,31.58720358,377.2861936,381.9533202,328.2389884,815.4286503,825.515711,10.08706075,0.0123702555,709.4229257,732.8166667,519876.9437,6431.010624,0,815.4286503,709.4229257,519876.9437,519876.9437,1010010.312,12494.08562
1-217,5,20,Gran,13222,110,127,287,550,32,389,341,0,15.9,28.7,0.143477554,550,-25.1502224,32,32.19838472,410.5807925,415.5224993,357.2052895,542.8699239,549.4038486,6.533924754,0.01203589381,472.2968338,718.9,339534.1938,4086.5975,0,542.8699239,472.2968338,339534.1938,339534.1938,672412.2594,8093.082549
1-210,5,17,Gran,3634,110,126,259.0373169,686.587154,29.89070877,335.5218774,293.3266398,0,13.1,25.90373169,0.1311456704,686.587154,-21.05405446,29.89070877,30.09217598,342.2070877,346.5620382,297.7201663,124.3580557,125.9406447,1.582589015,0.01272606754,108.1915084,732.8166667,79284.54057,1008.980418,0,124.3580557,108.1915084,79284.54057,79284.54057,154032.9967,1960.234319
1-208,4,14,Furu,27896,60,144,183.9491286,908.5233078,21.40526481,190.2820393,164.2991326,0,11.1,18.39491286,0.2619822411,908.5233078,-1.66155848,21.40526481,21.95244655,176.6812782,183.5169691,153.712712,492.8700936,511.938937,19.06884347,0.0386893904,428.7969814,698.9333333,299700.5035,11595.22979,8,662.0970638,576.0244455,402602.6858,317818.2779,610481.2196,23619.14624
1-219,5,17,Gran,11655,100,129,260.999758,1078.839235,35.84080658,399.3856483,349.0962926,0,13.1,26.0999758,0.1550140471,1078.839235,-40.19881151,35.84080658,36.08328417,425.7845195,431.5789422,370.4325319,496.2518574,503.0052571,6.753399633,0.01360881482,431.739116,732.8166667,316385.6198,4305.633313,0,496.2518574,431.739116,316385.6198,316385.6198,614669.9569,8364.929621
1-201,4,11,Furu,14266,85,155,146.4531896,658.1715692,14.56260384,115.5654668,99.67356455,0,8.3,14.64531896,0.139790593,658.1715692,-0.8314864736,14.56260384,14.8592256,99.74274541,102.6275557,86.77618851,142.2930006,146.408471,4.115470385,0.02892250755,123.7949105,691.2333333,85571.16866,2474.932772,1,149.2633569,129.8591205,89762.95271,87148.49778,176247.6679,5097.524506
1-216,4,17,Gran,5664,55,130,245.2693773,869.1246919,29.72349615,318.004246,277.3243919,0,13.1,24.52693773,0.3297623056,869.1246919,-11.57323654,29.72349615,30.26675785,328.581617,339.8065838,285.8660068,186.1086278,192.4664491,6.357821212,0.03416188323,161.9145062,732.8166667,118653.6487,4053.432092,5,222.3705032,193.4623378,141772.4255,122294.1396,230518.7992,7874.956298
1-180,5,8,Furu,82782,140,213,169.5443011,828.9900161,20.1900382,163.1761575,140.4131843,0,5.6,16.95443011,0.07134367137,828.9900161,-2.014106046,20.1900382,20.38372869,158.0087524,160.1079552,137.4676146,1308.028054,1325.405674,17.37762039,0.01328535755,1137.984407,683.5333333,777850.2749,10334.01903,0,1308.028054,1137.984407,777850.2749,777850.2749,1620156.248,21524.35505
1-182,2,17,Gran,36661,3,184,26.709585,120.308465,3.595587434,29.32905672,25.84814971,0,13.1,2.6709585,,120.308465,-0.5700533078,3.595587434,,6.378475416,,5.549273612,23.38412872,,,,20.34419199,732.8166667,14908.56296,,0,23.38412872,20.34419199,14908.56296,14908.56296,28964.16644,
1-184,2,14,Gran,24317,3,175,57.27593099,273.2677911,6.790144977,53.89875192,46.52360695,0,10.1,5.727593099,,273.2677911,-1.515379034,6.790144977,,28.67630132,,24.94838215,69.73216192,,,,60.66698087,724.4666667,43951.20541,,0,69.73216192,60.66698087,43951.20541,43951.20541,86371.99906,
1-179,3,14,Gran,6281,45,177,72.66264617,305.8097156,7.031522698,55.3057321,47.26359524,0,10.1,7.266264617,0.1319047011,305.8097156,-1.904569264,7.031522698,7.39374913,18.45372467,19.88802841,16.05474046,11.59078446,12.49167065,0.9008861829,0.07772434952,10.08398248,724.4666667,7305.509176,567.8159486,32,55.19638325,48.02085343,34789.50761,13510.05421,14356.63541,1115.860148
1-174,4,14,Furu,10693,80,194,88.99027654,553.3779123,11.32618364,91.5287278,78.32016181,0,11.1,8.899027654,0.1025752278,553.3779123,-1.405583642,11.32618364,11.56830259,49.48665653,51.06004618,43.05339118,52.91608183,54.59850738,1.68242555,0.03179422004,46.03699119,698.9333333,32176.78771,1023.035869,3,59.15730954,51.4668593,35971.90353,32919.38748,65543.18186,2083.894346
1-117,4,11,Furu,19801,80,197,140.4509178,782.8953151,17.77520133,140.7943883,121.0003581,0,8.3,14.04509178,0.1477471297,782.8953151,-1.027970265,17.77520133,18.12067244,116.2754252,119.6422444,101.1596199,230.2369694,236.9036081,6.666638618,0.02895555233,200.3061634,691.2333333,138458.297,4009.136466,1,241.3083197,209.9382382,145116.3082,140889.6196,285177.2663,8257.465258
1-176,4,14,Furu,4880,80,182,162.8688136,903.8807484,20.94752546,164.7901018,141.8163391,0,11.1,16.28688136,0.1641944848,903.8807484,-4.939064006,20.94752546,21.29986474,156.1140488,160.1714886,135.8192224,76.18365579,78.16368642,1.980030631,0.02599022861,66.27978054,698.9333333,46325.14794,1204.001186,1,79.42147044,69.09667928,48293.97237,46887.35182,94362.98065,2452.51544
1-91,5,8,Furu,46131,125,262,163.3663806,865.991854,18.80071565,139.64164,119.9491492,0,5.6,16.33663806,0.08389081327,865.991854,-1.455874063,18.80071565,19.02123916,142.2865109,144.5982852,123.7892645,656.3819034,667.0463493,10.66444593,0.01624731863,571.0522559,683.5333333,390333.252,6341.868716,0,656.3819034,571.0522559,390333.252,390333.252,813011.0351,13209.24933
1-175,3,11,Gran,22603,65,199,166.9691928,955.5503379,17.03054785,114.6077213,97.87492494,0,7.4,16.69691928,0.1890750951,955.5503379,-7.641296816,17.03054785,17.40261489,116.5901541,120.8286056,101.4334341,263.5287254,273.1088973,9.580171907,0.03635342559,229.2699911,716.1166667,164184.0618,5968.653072,7,339.7901496,295.6174301,211696.5687,172128.683,326413.2675,11866.24043
1-191,2,14,Gran,28164,25,176,147.150008,933.7918315,13.33007682,82.87375744,70.41444581,0,10.1,14.7150008,0.4682508535,933.7918315,-6.835607513,13.33007682,14.25537482,81.95463118,91.05609979,71.30052913,230.8170233,256.4503994,25.63337619,0.1110549639,200.8108102,724.4666667,145480.7383,16156.35815,31,1381.177324,1201.624271,870536.7306,348203.5016,285895.7354,31750.14059
1-195,3,14,Gran,9003,55,156,185.0280387,1116.275716,20.1826513,155.2461991,133.4132302,0,10.1,18.50280387,0.2534527185,1116.275716,-11.326393,20.1826513,20.66759468,158.2809633,164.7933013,137.7044381,142.5003513,148.3634092,5.863057893,0.04114416449,123.9753056,724.4666667,89815.97641,3695.403307,11,214.4129518,186.539268,135141.4817,97629.08174,176504.4976,7262.130083
1-190,4,17,Gran,3864,60,157,210.5552914,1449.001066,29.72280406,278.8633279,242.3383832,0,13.1,21.05552914,0.2579928111,1449.001066,-29.65093734,29.72280406,30.21417293,280.5643768,289.2669647,244.0910078,108.4100752,111.7727552,3.36267999,0.03101815015,94.31676541,732.8166667,69116.89764,2143.878309,1,113.8743477,99.07068252,72600.64733,70486.06537,134279.4294,4165.099503
1-188,3,17,Gran,15411,25,150,156.8087566,1322.600013,18.2210701,116.6041368,98.94003085,0,13.1,15.68087566,0.4979605966,1322.600013,-12.23037083,18.2210701,19.29503296,125.2037257,137.5337991,108.9272413,192.9514616,211.9533378,19.00187624,0.09848008451,167.8677716,732.8166667,123016.3008,12114.6557,28,886.3736342,771.1450618,565107.9537,246995.5496,238994.5041,23536.19896
1-173,4,14,Gran,26668,70,198,199.4513199,1285.182768,25.50665761,219.0863425,189.5057819,0,10.1,19.94513199,0.2028218901,1285.182768,-17.08260353,25.50665761,25.89949615,221.5237586,227.6657875,192.72567,590.7595596,607.139122,16.37956247,0.02772627579,513.9608168,724.4666667,372347.4798,10323.80891,1,617.7955886,537.4821621,389387.9104,378046.5149,731729.5595,20288.13557
1-138,4,14,Gran,34793,60,230,195.3245797,1475.388677,27.03508288,223.460217,192.45397,0,10.1,19.53245797,0.2406490227,1475.388677,-18.18499203,27.03508288,27.52027534,233.1822943,240.816336,202.868596,811.3111565,837.872278,26.56112151,0.03273851382,705.8407061,724.4666667,511358.0636,16741.10303,3,909.034889,790.8603535,572951.9641,524332.2111,1004910.281,32899.26913
1-170,3,14,Gran,4445,40,191,173.3236168,1694.126249,24.03538416,156.8711365,132.7828237,0,10.1,17.33236168,0.3386857445,1694.126249,-16.75126562,24.03538416,24.77568842,184.0059441,194.0321746,160.0851714,81.79064216,86.24730161,4.456659453,0.05448862285,71.15785868,724.4666667,51551.49668,2808.97006,18,172.4035354,149.9910758,108663.5347,63828.37433,101307.9341,5520.129816
1-172,3,17,Gran,6496,40,192,184.4596908,1603.704544,25.68908767,189.6573844,162.0123817,0,13.1,18.44596908,0.3593388714,1603.704544,-21.94336181,25.68908767,26.44139896,211.559419,222.696622,184.0566945,137.4289986,144.6637256,7.234727066,0.05264338051,119.5632288,732.8166667,87617.92676,4612.503858,17,274.6505549,238.9459828,175103.5986,105940.5569,170222.9934,8961.113812
1-131,3,20,Gran,34700,20,196,159.9430167,1225.955074,16.93025504,108.978658,92.56421873,0,15.9,15.99430167,0.6329052821,1225.955074,-11.99748629,16.93025504,18.22317953,120.1417796,135.2402981,104.5233482,416.8919751,469.2838344,52.3918593,0.1256725062,362.6960183,718.9,260742.1676,32768.12166,30,2588.154286,2251.694229,1618742.981,666900.6753,516372.8226,64893.86673
1-115,2,17,Gran,9435,20,195,148.1622676,971.3627213,13.2649161,83.61596799,70.58455706,0,13.1,14.81622676,0.5874824405,971.3627213,-7.621606168,13.2649161,14.41507264,83.98753203,95.59504542,73.06915286,79.24223647,90.19392535,10.95168888,0.1382051968,68.94074573,732.8166667,50520.92748,6982.254724,32,611.669436,532.1524093,389970.1547,151439.8533,98151.41515,13565.03564
1-200,5,17,Gran,22915,100,172,260.9486333,1060.887338,36.17822565,403.7416894,353.4466885,0,13.1,26.09486333,0.1549871639,1060.887338,-38.98835696,36.17822565,36.42114328,430.3122209,436.1429419,374.3716322,986.0604542,999.4215514,13.36109721,0.01354997774,857.8725952,732.8166667,628663.3356,8518.374204,0,986.0604542,857.8725952,628663.3356,628663.3356,1221359.13,16549.38903
1-116,3,17,Gran,7744,50,189,22.04327007,137.4922153,2.765699442,19.49071364,16.76674072,0,13.1,2.204327007,0.03971858594,137.4922153,-0.7858222246,2.765699442,2.955561229,1.877423872,2.061465928,1.633358769,1.453877047,1.596399215,0.1425221681,0.09802903788,1.264873031,732.8166667,926.9200381,90.86507954,44,16.24982676,14.13734928,10360.08517,2821.794865,1800.808457,176.5315205
1-114,2,14,Gran,10345,3,205,35.24205763,219.1292163,4.415411076,35.18315757,30.23743429,0,10.1,3.524205763,,219.1292163,-1.167258714,4.415411076,,10.69392698,,9.303716471,11.06286746,,,,9.62469469,724.4666667,6972.770479,,0,11.06286746,9.62469469,6972.770479,6972.770479,13702.74421,
1-111,5,11,Furu,11623,100,211,142.9432867,772.6007219,17.22231149,138.7380535,118.8882271,0,8.3,14.29432867,0.1081642458,772.6007219,-2.343508563,17.22231149,17.47799102,115.1885023,117.6778442,100.213997,133.8835962,136.7769583,2.893362099,0.02161102765,116.4787287,691.2333333,80513.9799,1739.989846,1,138.7245129,120.6903262,83425.1765,80995.31699,165831.5694,3583.79063
1-104,4,11,Furu,35279,80,247,136.8848836,799.7760382,15.79384848,121.5862326,104.1606256,0,8.3,13.68848836,0.1449502391,799.7760382,-1.085816974,15.79384848,16.12269351,101.2821194,104.3586319,88.11544388,357.313189,368.1668173,10.85362828,0.03037567213,310.8624745,691.2333333,214878.5044,6527.079,1,375.4998533,326.6848723,225815.4732,219238.3235,442577.0488,13443.57533
1-110,4,14,Gran,8409,75,210,68.85252416,445.8649437,8.489124854,66.50371085,57.07506067,0,10.1,6.885252416,0.07169247024,445.8649437,-3.802001244,8.489124854,8.721948224,21.25893228,22.15289733,18.49527108,17.87663615,18.62837136,0.7517352068,0.04205126738,15.55267345,724.4666667,11267.3935,473.8081766,14,30.16695522,26.24525104,19013.80954,12570.36804,22142.44846,931.1180205
1-112,2,14,Gran,11262,3,207,12.74290578,80.13346667,1.588317633,11.33507305,9.732745008,0,10.1,1.274290578,,80.13346667,-0.3471860418,1.588317633,,1.178702114,,1.02547084,1.327454321,,,,1.154885259,724.4666667,836.6758743,,0,1.327454321,1.154885259,836.6758743,836.6758743,1644.218109,
1-109,3,14,Gran,4456,50,212,73.76868412,446.3283191,10.06655477,87.40416115,75.82247062,0,10.1,7.376868412,0.119859619,446.3283191,-3.156566749,10.06655477,10.46991795,28.16376835,29.92272468,24.50247847,12.54977518,13.33356612,0.7837909392,0.06245458011,10.9183044,724.4666667,7909.947598,494.0124559,25,38.17655377,33.21360178,24062.14737,11492.21559,15544.46528,970.8230521
