teig_best_nr,boundedBy,leveranseid,prosjekt,kommune,hogstkl_verdi,bonitet_beskrivelse,bontre_beskrivelse,areal,arealm2,alder,alder_korr,regaar_korr,regdato,sl_sdeid,CRS
1-279,"1303235.309313,8389236.869265,1303867.366392,8389951.634773",20220005,3026,3226,4,Bonitet 14,Gran,36,35795,60,63,2021,2021-08-25,10192041,EPSG:3857
